ID,SalePrice
1997,324760.0
1998,276800.0
1999,258895.0
2000,278990.0
2001,296300.0
2002,245150.6
2003,242527.1
2004,286627.1
2005,211500.0
2006,221631.2
2007,281709.0
2008,193250.0
2009,197668.2
2010,227397.2
2011,154140.0
2012,199241.7
2013,179533.2
2014,190093.2
2015,265620.0
2016,190293.2
2017,174760.0
2018,124905.0
2019,124150.0
2020,136500.0
2021,120600.0
2022,199994.0
2023,155790.0
2024,207100.0
2025,578100.0
2026,151920.0
2027,163984.13333333333
2028,160372.5
2029,178823.3
2030,317910.0
2031,317910.0
2032,317910.0
2033,317910.0
2034,164860.0
2035,240390.0
2036,175900.0
2037,175900.0
2038,366990.0
2039,278120.0
2040,472312.3
2041,275560.0
2042,200290.0
2043,175021.66666666666
2044,178893.3333333333
2045,246350.0
2046,135650.0
2047,140460.0
2048,133600.0
2049,148930.0
2050,208040.0
2051,132670.0
2052,125850.0
2053,139270.0
2054,99724.2
2055,133690.0
2056,140840.0
2057,110030.0
2058,203640.0
2059,140650.0
2060,159250.0
2061,158570.0
2062,126490.0
2063,128630.0
2064,149170.0
2065,122800.0
2066,185700.0
2067,136000.0
2068,131580.0
2069,127350.0
2070,118390.0
2071,81847.1
2072,159650.0
2073,134650.0
2074,193840.0
2075,158070.0
2076,134800.0
2077,140150.0
2078,130635.0
2079,130990.0
2080,133260.0
2081,134390.0
2082,133820.0
2083,128650.0
2084,111800.0
2085,131900.0
2086,182191.4
2087,131400.0
2088,89635.0
2089,97490.0
2090,124080.0
2091,115590.0
2092,101847.1
2093,118910.0
2094,159080.0
2095,189770.0
2096,95200.0
2097,98600.0
2098,111551.8
2099,48614.4
2100,97870.0
2101,130400.0
2102,153985.0
2103,110900.0
2104,155770.0
2105,91875.0
2106,64952.2
2107,204023.8
2108,114592.5
2109,109354.0
2110,118340.0
2111,178540.0
2112,144740.0
2113,124416.8
2114,115990.4
2115,133570.0
2116,111000.0
2117,121480.0
2118,141520.0
2119,123150.0
2120,95435.0
2121,85557.1
2122,89230.0
2123,110750.0
2124,157690.0
2125,105300.0
2126,138065.0
2127,133265.0
2128,112390.8
2129,102450.0
2130,157600.0
2131,161300.0
2132,139000.0
2133,108090.0
2134,111010.0
2135,110400.0
2136,101120.0
2137,124480.0
2138,149350.0
2139,168350.0
2140,152300.0
2141,136150.0
2142,140040.0
2143,129350.0
2144,146438.7
2145,139300.0
2146,211300.0
2147,153530.0
2148,124140.0
2149,138800.0
2150,235190.0
2151,158290.0
2152,136400.0
2153,135040.0
2154,151730.0
2155,159600.0
2156,204775.0
2157,239929.0
2158,260121.0
2159,271268.0
2160,216889.8
2161,257531.1
2162,322821.1
2163,346632.0
2164,302580.0
2165,173470.0
2166,136670.0
2167,191239.0
2168,176340.0
2169,206400.0
2170,223220.0
2171,152220.0
2172,135425.0
2173,150300.0
2174,249940.0
2175,303607.0
2176,307050.0
2177,218984.5
2178,272900.0
2179,146226.66666666666
2180,193825.0
2181,212290.0
2182,215703.3
2183,189651.0
2184,137050.0
2185,147640.0
2186,131610.0
2187,166520.0
2188,127900.0
2189,177370.0
2190,96975.0
2191,118835.0
2192,120750.0
2193,125050.0
2194,158900.0
2195,116200.0
2196,115290.0
2197,107000.0
2198,162895.0
2199,163990.0
2200,100650.0
2201,157570.0
2202,225200.0
2203,156140.0
2204,138650.0
2205,130090.0
2206,127740.0
2207,304210.0
2208,190690.0
2209,144780.0
2210,121000.0
2211,107090.0
2212,132330.0
2213,138870.0
2214,109600.0
2215,114630.0
2216,128890.0
2217,89092.2
2218,109657.6
2219,106197.6
2220,74140.0
2221,255356.1
2222,164485.0
2223,221200.0
2224,231811.0
2225,165550.0
2226,129320.0
2227,208601.2
2228,310430.0
2229,314682.3
2230,140500.0
2231,215016.0
2232,197768.5
2233,184050.0
2234,244460.0
2235,181440.0
2236,301360.0
2237,358420.0
2238,190600.0
2239,143000.0
2240,163434.16666666666
2241,127720.0
2242,128262.5
2243,123845.0
2244,84470.0
2245,86270.0
2246,166190.0
2247,105700.0
2248,137250.0
2249,137131.1
2250,151690.0
2251,167958.7
2252,162250.0
2253,179550.0
2254,187750.0
2255,191800.0
2256,178700.0
2257,182010.0
2258,188490.0
2259,176350.0
2260,168500.0
2261,207300.0
2262,201000.0
2263,331943.2
2264,304662.3
2265,191304.0
2266,310401.6
2267,334580.2
2268,413282.8
2269,156650.0
2270,184640.0
2271,160890.0
2272,193750.0
2273,153890.0
2274,141900.0
2275,170790.0
2276,182640.0
2277,132450.0
2278,144850.0
2279,128850.0
2280,128611.4
2281,162033.3333333333
2282,178970.0
2283,133300.0
2284,127950.0
2285,148255.2
2286,112630.0
2287,307840.0
2288,266915.6
2289,300580.0
2290,385494.2
2291,370461.9
2292,408750.0
2293,385149.0
2294,379777.2
2295,396000.0
2296,267782.6
2297,284084.8
2298,384029.8
2299,362157.6
2300,282980.0
2301,304830.7
2302,249272.6
2303,244808.0
2304,254910.0
2305,145023.3333333333
2306,145023.3333333333
2307,193090.0
2308,226556.1
2309,306345.5
2310,252350.0
2311,183554.5
2312,205800.0
2313,170391.0
2314,241974.8
2315,171768.6
2316,174900.4
2317,170500.0
2318,168379.2
2319,207565.0
2320,196275.0
2321,237796.1
2322,173869.0
2323,205543.0
2324,206614.0
2325,230111.7
2326,224590.0
2327,194830.0
2328,221650.0
2329,200225.0
2330,198325.0
2331,323700.0
2332,344186.0
2333,272180.0
2334,224988.0
2335,271080.0
2336,284150.0
2337,235055.4
2338,258668.6
2339,270130.0
2340,331400.0
2341,228712.6
2342,217330.0
2343,196500.0
2344,239896.9
2345,235155.6
2346,221631.2
2347,196795.4
2348,252762.4
2349,146450.0
2350,322082.1
2351,274897.4
2352,266915.6
2353,218450.0
2354,188143.2
2355,190700.0
2356,151690.0
2357,222200.0
2358,180700.0
2359,134700.0
2360,127177.5
2361,129700.0
2362,231880.0
2363,161810.0
2364,148980.0
2365,228256.1
2366,234556.1
2367,243606.1
2368,156695.2
2369,246350.0
2370,178823.3
2371,169546.6
2372,197840.0
2373,270250.5
2374,259310.0
2375,282200.0
2376,196500.0
2377,254800.0
2378,176510.8333333333
2379,131200.0
2380,154900.0
2381,169471.66666666666
2382,206300.0
2383,203250.0
2384,246530.0
2385,174390.0
2386,164750.0
2387,131900.0
2388,134300.0
2389,134125.0
2390,162770.0
2391,124150.0
2392,109050.8
2393,167240.0
2394,146500.0
2395,149950.0
2396,167975.0
2397,187000.0
2398,113350.0
2399,78560.0
2400,65910.0
2401,114450.0
2402,136640.0
2403,142750.0
2404,148500.0
2405,159490.0
2406,129100.0
2407,127325.0
2408,146530.0
2409,140400.0
2410,166480.0
2411,129825.0
2412,152750.0
2413,130642.5
2414,140930.0
2415,149000.0
2416,150450.0
2417,148950.0
2418,142800.0
2419,126660.0
2420,131800.0
2421,119995.0
2422,170130.0
2423,103220.0
2424,133050.0
2425,126400.0
2426,84900.0
2427,148500.0
2428,172920.0
2429,119450.8
2430,138700.0
2431,121700.0
2432,147260.0
2433,142240.0
2434,141080.0
2435,147950.0
2436,127785.0
2437,117750.0
2438,129000.0
2439,107825.0
2440,121960.0
2441,96506.0
2442,96395.0
2443,120755.0
2444,108880.0
2445,107997.6
2446,98602.6
2447,266560.0
2448,160700.0
2449,93435.0
2450,154037.5
2451,124730.2
2452,232003.7
2453,109905.6
2454,114490.0
2455,112580.0
2456,131010.0
2457,104655.0
2458,133570.0
2459,119730.0
2460,132630.0
2461,122305.0
2462,116923.4
2463,103943.4
2464,126155.0
2465,169057.5
2466,128630.0
2467,141290.0
2468,89375.0
2469,80735.0
2470,192630.0
2471,180990.0
2472,149157.5
2473,105040.0
2474,97850.0
2475,214500.0
2476,98745.0
2477,149350.0
2478,147650.0
2479,111139.1
2480,155150.0
2481,152090.0
2482,147800.0
2483,135450.0
2484,134400.0
2485,146285.0
2486,168940.0
2487,155888.7
2488,152780.0
2489,148400.0
2490,150300.0
2491,97930.0
2492,172500.0
2493,153820.0
2494,155420.0
2495,101790.0
2496,160940.0
2497,145325.0
2498,126818.4
2499,98850.0
2500,125840.0
2501,150320.0
2502,140220.0
2503,92110.0
2504,206437.0
2505,200590.0
2506,224759.0
2507,267484.8
2508,255293.3
2509,237450.0
2510,235155.6
2511,184010.0
2512,215600.0
2513,171040.0
2514,329260.0
2515,160450.0
2516,198250.0
2517,129100.0
2518,182464.0
2519,212030.0
2520,233875.0
2521,223867.0
2522,195610.0
2523,133070.0
2524,154840.0
2525,141650.0
2526,133725.0
2527,176370.0
2528,133955.0
2529,132520.0
2530,128250.0
2531,233415.0
2532,195320.0
2533,203960.0
2534,266012.8
2535,265990.0
2536,266200.0
2537,278050.0
2538,217423.0
2539,187436.0
2540,164070.4
2541,220290.0
2542,146550.0
2543,125050.0
2544,119650.0
2545,164678.7
2546,133050.0
2547,139890.0
2548,174550.0
2549,152501.1
2550,312028.1
2551,147830.8333333333
2552,117100.0
2553,118835.0
2554,139150.0
2555,136650.0
2556,116000.8
2557,115575.8
2558,170040.0
2559,129370.0
2560,123925.0
2561,152170.0
2562,118405.0
2563,117310.0
2564,159340.0
2565,151040.0
2566,88850.0
2567,116775.0
2568,192750.0
2569,201767.0
2570,112600.0
2571,148293.6
2572,194200.0
2573,240350.0
2574,260460.0
2575,137380.0
2576,127260.0
2577,107190.0
2578,105335.0
2579,55273.3
2580,133640.0
2581,118670.0
2582,107350.0
2583,280650.0
2584,150480.0
2585,149440.0
2586,226087.2
2587,188919.0
2588,179769.0
2589,145900.0
2590,212929.0
2591,221850.4
2592,219990.0
2593,278680.0
2594,236140.0
2595,266900.0
2596,268900.0
2597,188920.0
2598,237306.0
2599,370700.0
2600,143350.0
2601,182785.0
2602,84470.0
2603,86670.0
2604,85720.0
2605,85350.0
2606,156950.0
2607,183200.0
2608,170570.0
2609,148950.0
2610,122400.0
2611,146593.2
2612,143190.0
2613,153270.0
2614,128550.0
2615,150450.0
2616,145075.0
2617,141150.0
2618,223850.0
2619,217295.8
2620,191000.0
2621,201890.0
2622,195425.0
2623,295800.0
2624,236195.0
2625,303790.0
2626,179120.0
2627,196700.0
2628,462745.2
2629,483963.8
2630,394884.0
2631,474875.8
2632,440245.5
2633,302904.9
2634,338648.0
2635,133200.0
2636,183880.0
2637,159720.0
2638,255237.2
2639,171545.0
2640,174040.0
2641,118150.0
2642,193180.0
2643,134900.0
2644,119500.0
2645,113675.0
2646,99690.0
2647,100715.0
2648,136220.83333333334
2649,126950.0
2650,147040.0
2651,139750.0
2652,475033.9
2653,277799.3
2654,213173.5
2655,371250.0
2656,395493.8
2657,330588.3
2658,271581.6
2659,296264.0
2660,301480.0
2661,380402.2
2662,371250.0
2663,300551.3
2664,293809.4
2665,310401.6
2666,297865.5
2667,178788.0
2668,235120.7
2669,157731.2
2670,316680.0
2671,196866.0
2672,178388.5
2673,167019.0
2674,167950.0
2675,190592.0
2676,200000.0
2677,199600.0
2678,219673.5
2679,262550.0
2680,255350.0
2681,351542.4
2682,281150.0
2683,609491.2
2684,292650.0
2685,281852.3
2686,313889.0
2687,322723.3
2688,252280.0
2689,251855.6
2690,438399.7
2691,176300.0
2692,198350.0
2693,214837.6
2694,154140.0
2695,201440.0
2696,199990.0
2697,188550.0
2698,190150.0
2699,166310.0
2700,169930.0
2701,181890.0
2702,127100.0
2703,184640.0
2704,140300.0
2705,127965.0
2706,136500.0
2707,125450.0
2708,143395.0
2709,134305.0
2710,137620.0
2711,245650.0
2712,283590.0
2713,155685.0
2714,152554.53333333335
2715,171043.2
2716,171680.0
2717,185700.0
2718,216410.0
2719,154655.0
2720,178470.0
2721,131550.0
2722,151310.0
2723,141300.0
2724,148590.0
2725,139200.0
2726,131550.0
2727,158500.0
2728,173215.0
2729,155930.0
2730,139080.0
2731,126440.0
2732,129940.0
2733,147150.0
2734,141440.0
2735,140840.0
2736,134240.0
2737,122052.5
2738,127800.0
2739,161290.0
2740,148200.0
2741,147550.0
2742,155070.0
2743,139260.0
2744,140550.0
2745,143850.0
2746,112000.0
2747,145710.0
2748,132765.0
2749,146480.0
2750,161295.0
2751,130450.0
2752,275800.0
2753,159640.0
2754,146800.0
2755,137110.0
2756,73100.0
2757,78300.0
2758,114477.6
2759,124080.0
2760,105400.0
2761,155250.0
2762,158400.0
2763,165800.0
2764,202197.9
2765,270050.0
2766,104140.0
2767,91568.0
2768,150250.0
2769,131360.0
2770,160680.0
2771,122340.0
2772,134300.0
2773,171800.0
2774,127790.0
2775,110040.0
2776,129047.5
2777,154995.0
2778,152170.0
2779,118627.6
2780,109990.0
2781,92930.0
2782,102890.0
2783,100440.0
2784,105250.0
2785,102150.0
2786,69240.0
2787,129560.0
2788,77090.0
2789,186430.0
2790,122430.0
2791,99892.5
2792,81480.0
2793,209075.0
2794,87200.0
2795,106493.4
2796,129750.0
2797,206521.8
2798,102200.0
2799,138240.0
2800,87748.0
2801,116530.0
2802,136190.0
2803,185150.0
2804,141190.0
2805,148900.0
2806,94670.0
2807,173886.5
2808,147140.0
2809,143050.0
2810,127000.0
2811,149200.0
2812,130350.0
2813,158850.0
2814,137267.5
2815,167590.0
2816,212450.0
2817,140650.0
2818,131740.0
2819,146690.0
2820,117640.0
2821,115500.0
2822,229388.0
2823,237188.0
2824,140050.0
2825,134450.0
2826,147210.0
2827,150210.0
2828,205080.0
2829,185500.0
2830,215540.5
2831,173085.0
2832,202140.0
2833,330700.0
2834,201464.0
2835,215600.0
2836,183296.5
2837,163280.0
2838,156340.0
2839,182400.0
2840,198697.0
2841,195940.0
2842,223768.6
2843,149300.0
2844,150150.0
2845,132520.0
2846,228667.0
2847,204300.0
2848,272310.0
2849,221650.0
2850,286790.0
2851,282495.0
2852,234334.0
2853,254179.0
2854,140683.3333333333
2855,196953.7
2856,217418.6
2857,186569.0
2858,175594.0
2859,101327.6
2860,132950.0
2861,166230.0
2862,194730.0
2863,191923.2
2864,219584.5
2865,147830.8333333333
2866,135075.0
2867,97030.0
2868,131555.0
2869,100705.2
2870,143910.0
2871,100427.6
2872,55762.2
2873,115200.0
2874,144150.0
2875,140880.0
2876,154980.0
2877,112590.0
2878,158690.0
2879,129650.0
2880,110650.0
2881,189200.0
2882,127800.0
2883,174135.0
2884,190690.0
2885,210840.0
2886,159550.0
2887,120120.0
2888,117310.0
2889,75190.0
2890,84630.0
2891,152350.0
2892,76421.1
2893,131150.0
2894,83850.0
2895,260460.0
2896,275000.0
2897,197700.0
2898,187390.0
2899,239160.0
2900,171175.0
2901,209800.0
2902,191540.0
2903,273883.0
2904,335043.9
2905,95660.2
2906,220610.0
2907,117600.0
2908,134650.0
2909,144590.5
2910,79550.0
2911,84470.0
2912,168230.0
2913,88620.0
2914,87520.0
2915,85520.0
2916,81000.0
2917,143340.0
2918,153200.0
2919,243079.0
